dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
2021-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,casual,0
2021-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,casual,0
2021-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,casual,0
2021-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,casual,0
2021-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,casual,0
2021-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,casual,0
2021-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,casual,1
2021-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,casual,0
2021-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,casual,0
2021-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,casual,0
2021-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,casual,2
2021-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,casual,4
2021-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,casual,6
2021-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,casual,8
2021-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,casual,5
2021-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,casual,13
2021-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,casual,3
2021-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,casual,4
2021-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,casual,1
2021-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,casual,0
2021-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,casual,1
2021-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,casual,5
2021-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,casual,0
2021-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,casual,2
2021-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,casual,1
2021-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,casual,0
2021-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,casual,0
2021-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,casual,1
2021-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,casual,0
2021-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,casual,0
2021-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,casual,2
2021-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,casual,4
2021-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,casual,2
2021-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,casual,0
2021-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,casual,2
2021-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,casual,5
2021-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,casual,4
2021-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,casual,0
2021-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,casual,2
2021-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,casual,4
2021-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,casual,4
2021-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,casual,1
2021-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,casual,3
2021-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,casual,1
2021-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,casual,1
2021-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,casual,2
2021-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,casual,0
2021-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,casual,2
2021-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,casual,0
2021-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,casual,0
2021-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,casual,0
2021-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,casual,0
2021-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0,casual,2
2021-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,casual,3
2021-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,casual,3
2021-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,casual,3
2021-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,casual,4
2021-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,casual,2
2021-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,casual,6
2021-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,casual,3
2021-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,casual,2
2021-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,casual,4
2021-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,casual,6
2021-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,casual,1
2021-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0,casual,0
2021-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,casual,0
2021-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,casual,0
2021-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,casual,1
2021-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,casual,1
2021-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,casual,0
2021-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,casual,0
2021-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,casual,0
2021-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,casual,0
2021-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,casual,0
2021-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,casual,0
2021-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,casual,3
2021-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,casual,3
2021-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,casual,0
2021-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,casual,3
2021-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,casual,3
2021-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,casual,0
2021-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,casual,0
2021-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,casual,1
2021-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,casual,5
2021-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,casual,0
2021-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,casual,2
2021-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,casual,1
2021-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,casual,2
2021-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,casual,0
2021-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,casual,1
2021-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,casual,1
2021-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,casual,1
2021-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,casual,0
2021-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,casual,0
2021-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,casual,0
2021-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,casual,0
2021-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,casual,0
2021-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,casual,0
2021-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,casual,0
2021-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,casual,5
2021-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,casual,2
2021-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,casual,2
2021-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,casual,4
2021-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,casual,3
2021-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,casual,2
2021-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,casual,3
2021-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,casual,5
2021-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,casual,2
2021-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,casual,4
2021-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,casual,3
2021-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,casual,1
2021-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,casual,0
2021-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,casual,0
2021-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,casual,0
2021-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,casual,1
2021-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,casual,0
2021-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,casual,0
2021-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,casual,0
2021-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,casual,0
